"gene"	"ann"	"ara"	"max"	"tmax"	"tmin"	"pos"	"per"	"reanno"	"par"	"fix"
"intergenic"	"intergenic"	"p3"	1	50000	8500	2783274	15	"IR2226"	3	1
"ygcQ"	"missense"	"p3"	0.285714285714	48000	33000	2783834	5	"ygcQ"	5	2
"ygcR"	"missense"	"p3"	0.0869565217391	39500	32500	2784403	9	"ygcR"	6	1
"ygcS"	"missense"	"p3"	0.708333333333	47500	16000	2785094	12	"ygcS"	6	2
"ygcS"	"missense"	"p3"	0.636363636364	31500	25500	2785111	18	"ygcS"	6	2
"ygcS"	"frameshift"	"p3"	1	41000	29000	2785651	42	"ygcS"	6	2
"ygcW"	"missense"	"p3"	0.150485436893	36500	25500	2788475	6	"ygcW"	4	1
"ygcW"	"missense"	"p3"	0.126984126984	35500	2000	2788577	15	"ygcW"	4	1
"ygcW"	"missense"	"p3"	0.27868852459	32500	24500	2788770	10	"ygcW"	4	1
"ygcW"	"promoter"	"p3"	1	30000	2000	2788797	78	"IR2229"	5	1
"ygcW"	"promoter"	"p3"	0.107142857143	35500	8000	2788818	5	"IR2229"	5	1
"intergenic"	"intergenic"	"p3"	0.078431372549	24000	24000	2788978	7	"IR2229"	5	1
"yqcE"	"missense"	"p3"	0.140350877193	39000	38000	2790154	7	"yqcE"	5	2
"ygcE"	"frameshift"	"p3"	0.407407407407	24000	11500	2791624	16	"ygcE"	5	3
"ygcF"	"missense"	"p3"	0.569444444444	45000	43500	2793028	13	"ECB_02621"	6	3
"ygcG"	"missense"	"p3"	0.0508474576271	27000	25500	2794991	5	"ygcG"	6	1
"ygcG"	"sv"	"p3"	0.0677966101695	40500	39000	2795011	4	"ygcG"	6	1
"ygcG"	"missense"	"p3"	0.378571428571	34500	23500	2795158	12	"ygcG"	6	1
"ygcG"	"frameshift"	"p3"	0.8	50000	30500	2795466	10	"ygcG"	6	1
"eno"	"missense"	"p3"	0.68253968254	45500	22500	2796473	19	"eno"	4	0
"mazG"	"missense"	"p3"	0.389473684211	29000	14500	2799514	6	"mazG"	5	0
"relA"	"missense"	"p3"	1	3500	2500	2801595	93	"relA"	8	2
"relA"	"missense"	"p3"	0.344262295082	33000	4500	2802486	14	"relA"	8	2
"barA"	"missense"	"p3"	0.055900621118	42500	2000	2804343	9	"barA"	6	3
"barA"	"missense"	"p3"	0.727272727273	48000	10000	2805597	24	"barA"	6	3
"barA"	"missense"	"p3"	0.121621621622	40000	38000	2806320	5	"barA"	6	3
"intergenic"	"intergenic"	"p3"	1	50000	1000	2806777	15	"IR2240"	3	1
"gudD"	"missense"	"p3"	0.0555555555556	13000	4500	2807243	13	"gudD"	5	2
"gudD"	"missense"	"p3"	0.0882352941176	35000	7500	2807293	12	"gudD"	5	2
"gudD"	"missense"	"p3"	0.842105263158	47000	17500	2807806	15	"gudD"	5	2
"gudD"	"frameshift"	"p3"	0.285714285714	9000	8000	2807926	24	"gudD"	5	2
"gudX"	"frameshift"	"p3"	0.08	8000	2500	2808679	14	"gudX"	5	1
"gudX"	"missense"	"p3"	0.291666666667	49000	23500	2808681	12	"gudX"	5	1
"gudX"	"missense"	"p3"	0.385826771654	34000	9500	2808894	13	"gudX"	5	1
"gudX"	"missense"	"p3"	0.0833333333333	49500	8500	2809104	8	"gudX"	5	1
"gudX"	"missense"	"p3"	0.0693069306931	32500	11000	2809531	18	"gudX"	5	1
"gudP"	"missense"	"p3"	0.51724137931	49000	25500	2810161	9	"gudP"	7	2
"yqcB"	"missense"	"p3"	0.0512820512821	25000	1500	2812250	7	"truC"	2	1
"intergenic"	"intergenic"	"p3"	1	20500	16000	2813243	28	"ECB_misc_RNA_32"	4	3
"intergenic"	"intergenic"	"p3"	0.0810810810811	44000	37000	2813619	11	"IR2246"	2	0
"ygdH"	"promoter"	"p3"	0.848739495798	42000	11000	2815167	23	"IR2248"	2	1
"ygdH"	"promoter"	"p3"	0.072	46500	25500	2815194	7	"IR2248"	2	1
"ygdH"	"missense"	"p3"	1	5000	3500	2815688	91	"ygdH"	5	2
"ygdH"	"missense"	"p3"	0.22131147541	34500	34000	2815801	6	"ygdH"	5	2
"ygdH"	"missense"	"p3"	0.268292682927	7500	5500	2815903	8	"ygdH"	5	2
"intergenic"	"intergenic"	"p3"	0.0952380952381	21000	11000	2816609	11	"IR2249"	5	1
"intergenic"	"intergenic"	"p3"	0.38961038961	11500	9500	2816630	12	"IR2249"	5	1
"intergenic"	"intergenic"	"p3"	0.0526315789474	36500	25500	2816697	10	"IR2249"	5	1
"intergenic"	"intergenic"	"p3"	0.666666666667	34000	28000	2816922	18	"IR2249"	5	1
"sdaC"	"missense"	"p3"	0.0882352941176	39500	17500	2817275	8	"sdaC"	7	3
"sdaC"	"frameshift"	"p3"	0.136752136752	40000	6500	2817349	14	"sdaC"	7	3
"sdaC"	"missense"	"p3"	0.753846153846	46000	11500	2817953	16	"sdaC"	7	3
"sdaB"	"missense"	"p3"	0.0802919708029	40500	25500	2818655	10	"sdaB"	4	1
"sdaB"	"missense"	"p3"	0.0810810810811	32000	28000	2819516	8	"sdaB"	4	1
"xni"	"missense"	"p3"	0.378947368421	31500	30500	2819952	11	"exo"	4	1
"xni"	"missense"	"p3"	1	20500	11500	2820540	22	"exo"	4	1
"fucO"	"missense"	"p3"	0.134615384615	35500	21500	2820900	10	"fucO"	6	1
"fucO"	"missense"	"p3"	0.588235294118	48000	24500	2821503	13	"fucO"	6	1
"fucA"	"missense"	"p3"	0.0975609756098	26000	5000	2823319	21	"fucA#2"	3	1
"intergenic"	"intergenic"	"p3"	0.153488372093	38000	12000	2824307	7	"ECB_02648"	4	1
"intergenic"	"intergenic"	"p3"	0.805309734513	45000	17500	2824552	29	"IR2257"	2	0
"fucI"	"missense"	"p3"	0.235294117647	25000	24000	2825042	6	"ECB_02649"	5	1
"fucI"	"missense"	"p3"	0.0631578947368	34500	34000	2825162	7	"ECB_02649"	5	1
"fucI"	"missense"	"p3"	0.0285714285714	2500	2500	2825212	5	"ECB_02649"	5	1
"fucI"	"missense"	"p3"	1	20000	15000	2826025	26	"ECB_02649"	5	1
"intergenic"	"intergenic"	"p3"	0.0263157894737	25000	25000	2827332	2	"ECB_02651"	3	0
"intergenic"	"intergenic"	"p3"	0.107692307692	40500	9500	2827689	11	"ECB_02651"	3	0
"intergenic"	"intergenic"	"p3"	0.823943661972	46000	17000	2827771	30	"ECB_02651"	3	0
"intergenic"	"intergenic"	"p3"	0.0526315789474	35500	34000	2828205	9	"ECB_02651"	3	0
"intergenic"	"intergenic"	"p3"	0.449275362319	32500	31000	2828227	13	"ECB_02651"	3	0
"intergenic"	"intergenic"	"p3"	1	38000	14500	2828763	46	"ECB_02652"	6	5
"intergenic"	"intergenic"	"p3"	0.878787878788	26000	21000	2829051	17	"ECB_02652"	6	5
"intergenic"	"intergenic"	"p3"	0.377358490566	4000	3500	2829223	5	"ECB_02652"	6	5
"intergenic"	"intergenic"	"p3"	0.727891156463	45000	4000	2829752	28	"IR2260"	5	1
"intergenic"	"intergenic"	"p3"	0.947368421053	22500	7500	2829777	21	"IR2260"	5	1
"intergenic"	"intergenic"	"p3"	0.461538461538	34500	34000	2830051	6	"IR2260"	5	1
"intergenic"	"intergenic"	"p3"	0.0748299319728	36000	4500	2831105	13	"fucI"	9	2
"intergenic"	"intergenic"	"p3"	1	18000	11000	2831557	76	"fucI"	9	2
"fucK"	"missense"	"p3"	0.252873563218	43000	17500	2832322	15	"fucK"	4	2
"fucU"	"missense"	"p3"	0.879310344828	39000	35000	2833697	28	"fucU"	3	0
"fucU"	"frameshift"	"p3"	0.130434782609	18000	12500	2833907	5	"fucU"	3	0
"fucU"	"frameshift"	"p3"	0.0833333333333	49000	2500	2833907	8	"fucU"	3	0
"fucR"	"missense"	"p3"	0.150753768844	36500	34000	2834347	6	"fucR"	2	0
"ygdE"	"missense"	"p3"	0.142857142857	47000	10500	2834803	10	"ygdE"	3	1
"ygdE"	"missense"	"p3"	0.142857142857	39500	500	2835385	9	"ygdE"	3	1
"ygdD"	"frameshift"	"p3"	0.407407407407	44000	14500	2836150	14	"ygdD"	2	0
"gcvA"	"nonsense"	"p3"	0.323529411765	40500	37500	2836274	12	"gcvA"	2	0
"gcvA"	"missense"	"p3"	0.0344827586207	13000	13000	2836421	2	"gcvA"	2	0
"gcvA"	"missense"	"p3"	0.275362318841	11500	10500	2836741	4	"gcvA"	2	0
"gcvA"	"missense"	"p3"	0.153846153846	27500	10500	2836793	8	"gcvA"	2	0
"gcvA"	"missense"	"p3"	0.450704225352	34500	18500	2836828	8	"gcvA"	2	0
"gcvA"	"missense"	"p3"	0.5	30000	30000	2836834	12	"gcvA"	2	0
"gcvA"	"promoter"	"p3"	0.916666666667	20500	8500	2837247	28	"IR2266"	6	3
"csdA"	"missense"	"p3"	0.0384615384615	3000	3000	2838733	4	"csdA"	5	1
"csdA"	"missense"	"p3"	0.125	46500	29500	2838787	4	"csdA"	5	1
"ygdK"	"missense"	"p3"	0.0740740740741	13500	13500	2839335	9	"ygdK"	2	0
"ygdL"	"missense"	"p3"	0.111111111111	41500	7000	2839836	5	"ygdL"	3	1
"ygdL"	"missense"	"p3"	0.0674157303371	43000	25500	2840428	8	"ygdL"	3	1
"intergenic"	"intergenic"	"p3"	1	30000	7000	2841954	76	"IR2271"	3	1
"intergenic"	"intergenic"	"p3"	0.4	50000	10000	2842180	11	"metW"	3	0
"intergenic"	"intergenic"	"p3"	0.2	49500	5500	2842198	25	"IR2273"	4	0
"intergenic"	"intergenic"	"p3"	0.0909090909091	14500	5000	2842210	14	"IR2273"	4	0
"intergenic"	"intergenic"	"p3"	0.2	48000	4000	2842211	33	"IR2273"	4	0
"amiC"	"missense"	"p3"	0.0833333333333	46000	26500	2842576	10	"amiC"	4	1
"amiC"	"missense"	"p3"	1	39500	31000	2842977	37	"amiC"	4	1
"amiC"	"missense"	"p3"	1	38000	33000	2843136	33	"amiC"	4	1
"amiC"	"missense"	"p3"	1	20000	16000	2843545	28	"amiC"	4	1
"amiC"	"promoter"	"p3"	0.0625	19000	10000	2843660	10	"IR2275"	4	1
"argA"	"promoter"	"p3"	0.689655172414	32500	29500	2843791	16	"IR2275"	4	1
"argA"	"missense"	"p3"	0.628318584071	32500	29500	2844069	17	"argA"	4	0
"argA"	"missense"	"p3"	0.769230769231	45000	34000	2844620	17	"argA"	4	0
"recD"	"missense"	"p3"	1	37000	27500	2846164	43	"recD"	6	6
"recD"	"missense"	"p3"	1	500	500	2847052	98	"recD"	6	6
"recB"	"missense"	"p3"	0.0588235294118	4000	4000	2847703	9	"recB"	5	3
"recB"	"missense"	"p3"	0.25	20500	11000	2847784	6	"recB"	5	3
"recB"	"missense"	"p3"	1	38000	12000	2847933	33	"recB"	5	3
"recB"	"missense"	"p3"	0.368421052632	13000	8000	2848167	18	"recB"	5	3
"recB"	"missense"	"p3"	0.4	15500	14000	2849403	11	"recB"	5	3
"recB"	"missense"	"p3"	1	20000	14000	2849520	25	"recB"	5	3
"recB"	"missense"	"p3"	0.428571428571	44000	42000	2849802	10	"recB"	5	3
"ptr"	"missense"	"p3"	0.271739130435	29000	17000	2851918	7	"ptr"	6	4
"ptr"	"missense"	"p3"	1	20500	13000	2852530	24	"ptr"	6	4
"ptr"	"missense"	"p3"	0.160377358491	26500	24500	2853365	11	"ptr"	6	4
"recC"	"missense"	"p3"	0.166666666667	32500	31000	2854464	7	"recC"	6	3
"recC"	"missense"	"p3"	1	14500	2500	2854977	77	"recC"	6	3
"recC"	"missense"	"p3"	0.120967741935	33000	17500	2855274	6	"recC"	6	3
"recC"	"missense"	"p3"	0.840909090909	38500	36500	2855642	26	"recC"	6	3
"ppdB"	"missense"	"p3"	0.0863309352518	40000	32000	2857977	10	"ppdB"	3	1
"ppdA"	"promoter"	"p3"	1	30000	11500	2858818	54	"IR2279"	5	2
"intergenic"	"intergenic"	"p3"	0.04	16500	7500	2858931	15	"IR2279"	5	2
"intergenic"	"intergenic"	"p3"	0.125	49500	8000	2858931	24	"IR2279"	5	2
"ptsP"	"missense"	"p3"	0.0549450549451	46500	7000	2860975	9	"ptsP"	6	1
"ptsP"	"missense"	"p3"	0.139534883721	19000	5000	2861908	10	"ptsP"	6	1
"intergenic"	"intergenic"	"p3"	0.0588235294118	18000	15500	2864077	9	"IR2283"	3	0
"mutH"	"missense"	"p3"	1	3000	2500	2864346	94	"mutH"	4	1
"ygeD"	"missense"	"p3"	0.0689655172414	47000	17500	2867842	6	"ygeD"	5	1
"ygeD"	"nonsense"	"p3"	0.0652173913043	12500	11500	2867903	15	"ygeD"	5	1
"aas"	"missense"	"p3"	0.0298507462687	25000	17500	2868536	7	"aas"	5	2
"aas"	"missense"	"p3"	0.0704845814978	36500	35000	2869845	4	"aas"	5	2
"aas"	"missense"	"p3"	0.44	10500	10000	2869966	11	"aas"	5	2
"aas"	"promoter"	"p3"	0.777777777778	48000	38000	2870720	24	"IR2288"	4	1
"aas"	"promoter"	"p3"	1	50000	2500	2870721	55	"IR2288"	4	1
"galR"	"frameshift"	"p3"	0.0689655172414	18500	15500	2871435	6	"galR"	6	1
"lysA"	"missense"	"p3"	0.0765765765766	36500	5500	2872398	12	"lysA"	5	1
"lysR"	"missense"	"p3"	0.609756097561	45500	11500	2874348	17	"lysR"	5	1
"araE"	"missense"	"p3"	0.722222222222	45000	19500	2875447	17	"araE"	3	1
"araE"	"missense"	"p3"	0.0695652173913	35500	19500	2875995	8	"araE"	3	1
"araE"	"frameshift"	"p3"	0.0625	7000	7000	2876256	9	"araE"	3	1
"araE"	"missense"	"p3"	0.10752688172	33000	17500	2876653	12	"araE"	3	1
"araE"	"promoter"	"p3"	0.0697674418605	40000	35000	2876854	9	"IR2294"	2	0
"kduD"	"missense"	"p3"	0.114649681529	33000	32000	2877264	4	"kduD"	10	3
"kduD"	"missense"	"p3"	0.25	41000	17500	2877804	12	"kduD"	10	3
"kduI"	"missense"	"p3"	0.233333333333	20500	19500	2877997	5	"kduI"	4	1
"kduI"	"missense"	"p3"	1	15500	2500	2878732	78	"kduI"	4	1
"kduI"	"promoter"	"p3"	1	37500	24500	2878805	34	"IR2296"	3	1
"yqeF"	"frameshift"	"p3"	0.4375	10000	9500	2879068	18	"yqeF"	6	2
"yqeF"	"missense"	"p3"	0.110091743119	40000	36500	2879174	11	"yqeF"	6	2
"yqeF"	"missense"	"p3"	0.230769230769	15500	11500	2879718	6	"yqeF"	6	2
"yqeF"	"frameshift"	"p3"	1	50000	22500	2880032	39	"yqeF"	6	2
"yqeF"	"sv"	"p3"	0.727272727273	46000	32000	2880032	33	"yqeF"	6	2
"yqeF"	"missense"	"p3"	0.12037037037	35000	17500	2880050	9	"yqeF"	6	2
"yqeG"	"missense"	"p3"	0.065	36000	26500	2880529	12	"yqeG"	6	1
"yqeG"	"missense"	"p3"	0.375	29000	8500	2880584	10	"yqeG"	6	1
"yqeG"	"frameshift"	"p3"	0.161764705882	12500	11000	2880863	7	"yqeG"	6	1
"yqeH"	"nonsense"	"p3"	0.201438848921	43000	5500	2882277	16	"yqeH"	3	0
"yqeH"	"missense"	"p3"	0.731343283582	14500	13000	2882372	13	"yqeH"	3	0
"ygeQ"	"missense"	"p3"	0.0754716981132	44500	34000	2884308	7	"ygeQ"	4	0
"ygeQ"	"missense"	"p3"	0.296296296296	49000	45000	2884460	9	"ygeQ"	4	0
"intergenic"	"intergenic"	"p3"	0.529411764706	48000	24000	2884828	20	"IR2303"	2	1
"ygeR"	"frameshift"	"p3"	1	30000	3500	2885428	87	"ygeR"	5	2
"ygeR"	"sv"	"p3"	0.469879518072	36000	4000	2885428	72	"ygeR"	5	2
"ygeR"	"sv"	"p3"	1	30000	19500	2885504	56	"ygeR"	5	2
"ygeR"	"frameshift"	"p3"	0.909090909091	50000	6000	2885504	65	"ygeR"	5	2
"xdhA"	"missense"	"p3"	0.663366336634	37000	2500	2887052	85	"xdhA"	6	3
"xdhA"	"sv"	"p3"	1	50000	5000	2887052	56	"xdhA"	6	3
"xdhA"	"missense"	"p3"	1	38000	34000	2887835	33	"xdhA"	6	3
"xdhB"	"missense"	"p3"	0.8	44000	37500	2889081	24	"xdhB"	3	0
"xdhB"	"missense"	"p3"	0.27027027027	35500	13000	2889099	6	"xdhB"	3	0
"xdhB"	"frameshift"	"p3"	0.234042553191	5500	2500	2889228	44	"xdhB"	3	0
"ygeV"	"missense"	"p3"	0.0694444444444	20000	20000	2891084	5	"ygeV"	5	0
"intergenic"	"intergenic"	"p3"	0.078431372549	40500	38500	2891745	8	"IR2307"	2	0
"ygeW"	"missense"	"p3"	0.677419354839	14500	5500	2892527	23	"ygeW"	5	2
"ygeW"	"missense"	"p3"	1	14500	5500	2892689	84	"ygeW"	5	2
"ygeX"	"missense"	"p3"	0.121212121212	40000	20500	2894157	9	"ygeX"	4	2
"ygeX"	"missense"	"p3"	1	20500	17500	2894205	22	"ygeX"	4	2
"ygeY"	"missense"	"p3"	1	39000	17500	2894733	35	"ygeY"	3	1
"ygeY"	"missense"	"p3"	0.166666666667	16000	15500	2895189	12	"ygeY"	3	1
"ygeY"	"missense"	"p3"	0.391304347826	29000	13000	2895618	12	"ygeY"	3	1
"ygeZ"	"missense"	"p3"	0.28125	11500	8000	2896495	18	"hyuA"	5	2
"ygeZ"	"missense"	"p3"	0.684782608696	26500	17500	2896503	14	"hyuA"	5	2
"ygeZ"	"missense"	"p3"	0.170212765957	9000	8000	2897074	7	"hyuA"	5	2
"ygeZ"	"missense"	"p3"	0.115107913669	45000	30500	2897082	11	"hyuA"	5	2
"yqeA"	"missense"	"p3"	0.238095238095	16500	8000	2898050	8	"yqeA"	4	0
"intergenic"	"intergenic"	"p3"	0.4	29500	12500	2898162	8	"IR2312"	3	0
"yqeB"	"missense"	"p3"	0.051724137931	34500	32500	2898427	5	"yqeB"	9	4
"yqeB"	"frameshift"	"p3"	1	7500	3500	2899658	92	"yqeB"	9	4
"yqeC"	"missense"	"p3"	0.0265486725664	34000	25000	2900329	6	"yqeC"	6	3
"yqeC"	"missense"	"p3"	0.0934579439252	40500	38000	2900491	6	"yqeC"	6	3
"yqeC"	"frameshift"	"p3"	1	13500	2500	2900722	90	"yqeC"	6	3
"ygfK"	"promoter"	"p3"	0.056338028169	35500	14000	2901718	8	"IR2315"	2	0
"ygfK"	"promoter"	"p3"	0.75	50000	41000	2901744	3	"IR2315"	2	0
"ygfK"	"missense"	"p3"	1	3000	2500	2902748	94	"ygfK"	5	3
"ygfK"	"missense"	"p3"	0.166666666667	50000	4500	2903282	32	"ygfK"	5	3
"ygfK"	"missense"	"p3"	0.0434782608696	6500	6500	2904545	2	"ygfK"	5	3
"ygfK"	"missense"	"p3"	0.705357142857	26500	25500	2904547	8	"ygfK"	5	3
"ygfK"	"missense"	"p3"	0.688524590164	46000	35000	2904604	18	"ygfK"	5	3
"ygfK"	"missense"	"p3"	0.114285714286	44000	7000	2904770	7	"ygfK"	5	3
"ygfK"	"missense"	"p3"	0.0862068965517	34500	11500	2904817	9	"ygfK"	5	3
"ssnA"	"missense"	"p3"	1	29500	19500	2905048	59	"ssnA"	3	2
"ssnA"	"missense"	"p3"	0.114285714286	12000	3500	2905203	15	"ssnA"	3	2
"ssnA"	"missense"	"p3"	0.0140845070423	46500	46500	2906113	1	"ssnA"	3	2
"ygfM"	"missense"	"p3"	0.25	30000	29500	2906352	15	"ygfM"	3	1
"xdhD"	"missense"	"p3"	0.601503759398	32000	27000	2907644	18	"xdhD"	5	2
"xdhD"	"missense"	"p3"	0.0846153846154	33000	29000	2907755	9	"xdhD"	5	2
"xdhD"	"missense"	"p3"	0.25974025974	11500	10500	2908199	4	"xdhD"	5	2
"xdhD"	"missense"	"p3"	0.103448275862	41500	1500	2908330	9	"xdhD"	5	2
"xdhD"	"missense"	"p3"	1	20500	16000	2908406	26	"xdhD"	5	2
"xdhD"	"missense"	"p3"	0.0714285714286	34500	34000	2908592	5	"xdhD"	5	2
"xdhD"	"missense"	"p3"	1	37000	29000	2908924	42	"xdhD"	5	2
"xdhD"	"missense"	"p3"	1	30000	21000	2909093	57	"xdhD"	5	2
"ygfO"	"missense"	"p3"	0.565789473684	32500	29000	2911084	18	"ygfO"	5	2
"ygfO"	"missense"	"p3"	1	30000	13000	2911221	42	"ygfO"	5	2
"guaD"	"missense"	"p3"	0.526315789474	49500	42000	2911632	10	"guaD"	6	2
"guaD"	"missense"	"p3"	0.111111111111	35000	30500	2911797	15	"guaD"	6	2
"guaD"	"missense"	"p3"	0.0944881889764	40000	17500	2912105	10	"guaD"	6	2
"guaD"	"missense"	"p3"	1	50000	39000	2912600	22	"guaD"	6	2
"ygfQ"	"missense"	"p3"	0.0769230769231	23000	21000	2913317	10	"ygfQ"	6	2
"ygfQ"	"missense"	"p3"	0.0519480519481	35000	23000	2913502	7	"ygfQ"	6	2
"ygfQ"	"missense"	"p3"	0.747572815534	46000	30500	2913734	15	"ygfQ"	6	2
"ygfS"	"missense"	"p3"	0.0569948186528	36500	35000	2914459	8	"ygfS"	5	0
"ygfT"	"nonsense"	"p3"	0.470588235294	49500	23000	2916256	7	"ygfT"	6	0
"ygfU"	"promoter"	"p3"	1	17500	12000	2917064	75	"IR2322"	2	1
"ygfU"	"missense"	"p3"	0.0666666666667	49500	46000	2917365	4	"ygfU"	5	1
"ygfU"	"missense"	"p3"	0.108108108108	41000	25500	2917920	9	"ygfU"	5	1
"lysS"	"missense"	"p3"	1	38000	10500	2919460	43	"lysS"	5	2
"recJ"	"missense"	"p3"	0.0875	34500	34000	2922692	6	"recJ"	7	2
"recJ"	"missense"	"p3"	0.705882352941	45000	17500	2923082	16	"recJ"	7	2
"xerD"	"missense"	"p3"	0.375757575758	34000	16000	2925111	11	"xerD"	4	1
"fldB"	"missense"	"p3"	1	37000	12500	2925810	47	"fldB"	3	1
"ygfX"	"missense"	"p3"	1	30000	27000	2926384	45	"ygfX"	3	1
"intergenic"	"intergenic"	"p3"	0.0705128205128	24500	22500	2926943	9	"IR2332"	4	1
"intergenic"	"intergenic"	"p3"	0.046511627907	12500	12500	2926953	2	"IR2332"	4	1
"ygfZ"	"promoter"	"p3"	1	30000	21000	2926977	57	"IR2332"	4	1
"yqfB"	"missense"	"p3"	0.103448275862	24000	23500	2929274	5	"yqfB"	2	1
"yqfB"	"frameshift"	"p3"	0.630434782609	32500	28000	2929349	17	"yqfB"	2	1
"bglA"	"missense"	"p3"	1	30000	16000	2929505	46	"bglA"	5	2
"bglA"	"missense"	"p3"	0.0619469026549	35500	34500	2930189	5	"bglA"	5	2
"ygfF"	"missense"	"p3"	0.0666666666667	16500	14000	2931506	5	"ygfF"	2	0
"ygfF"	"promoter"	"p3"	0.346153846154	38000	4500	2931739	6	"IR2337"	2	0
"ygfF"	"promoter"	"p3"	0.0384615384615	7000	2000	2931750	15	"IR2337"	2	0
"intergenic"	"intergenic"	"p3"	0.3125	49000	9000	2931758	10	"IR2337"	2	0
"intergenic"	"intergenic"	"p3"	0.321428571429	15500	9000	2931803	8	"IR2337"	2	0
"intergenic"	"intergenic"	"p3"	0.119760479042	17500	17000	2931812	6	"IR2337"	2	0
"gcvP"	"missense"	"p3"	0.0740740740741	49000	17000	2932926	8	"gcvP"	6	3
"gcvP"	"missense"	"p3"	1	20500	19000	2934432	22	"gcvP"	6	3
"gcvH"	"missense"	"p3"	0.0810810810811	35500	31000	2935063	10	"gcvH"	2	0
"intergenic"	"intergenic"	"p3"	1	12000	5000	2936659	85	"IR2340"	3	1
"visC"	"missense"	"p3"	0.401869158879	29500	7500	2937746	9	"visC"	5	2
"ubiH"	"missense"	"p3"	1	38000	34000	2938191	33	"ubiH"	6	4
"pepP"	"missense"	"p3"	0.0679611650485	38500	37500	2939673	4	"pepP"	3	1
"ygfB"	"missense"	"p3"	0.63358778626	45000	15500	2940652	19	"ygfB"	3	0
"ygfB"	"missense"	"p3"	0.2	10500	8500	2940967	8	"ygfB"	3	0
"ygfB"	"missense"	"p3"	0.117021276596	43000	17000	2941065	5	"ygfB"	3	0
"ygfB"	"promoter"	"p3"	1	30000	17500	2941261	58	"IR2343"	3	1
"ygfA"	"missense"	"p3"	0.135593220339	36500	3500	2942326	9	"ygfA"	3	1
"serA"	"missense"	"p3"	0.0141843971631	30500	25500	2943074	3	"serA"	3	0
"rpiA"	"missense"	"p3"	0.730769230769	32500	3500	2944931	19	"rpiA"	3	0
"rpiA"	"promoter"	"p3"	1	30000	15000	2945091	68	"IR2348"	3	1
"rpiA"	"promoter"	"p3"	0.0277777777778	3500	3500	2945119	15	"IR2348"	3	1
"yqfE"	"missense"	"p3"	0.515151515152	49500	34000	2945154	24	"yqfE"	2	0
"yqfE"	"frameshift"	"p3"	0.583333333333	45000	42500	2945281	15	"yqfE"	2	0
"iciA"	"missense"	"p3"	0.0526315789474	31500	15000	2945667	9	"argP"	3	1
"sbm"	"missense"	"p3"	1	20500	19000	2947003	22	"yliK"	7	3
"sbm"	"missense"	"p3"	0.253968253968	20000	6500	2947756	4	"yliK"	7	3
"sbm"	"missense"	"p3"	0.0679012345679	17000	16000	2947783	7	"yliK"	7	3
"argK"	"missense"	"p3"	0.836206896552	42000	31500	2949278	23	"argK"	5	4
"argK"	"missense"	"p3"	1	38000	29000	2949441	34	"argK"	5	4
"ygfG"	"missense"	"p3"	0.051724137931	24000	23500	2949867	6	"ygfG"	5	0
"ygfG"	"missense"	"p3"	0.0564102564103	34500	32000	2949994	5	"ygfG"	5	0
"ygfG"	"missense"	"p3"	0.15625	13000	12500	2950119	5	"ygfG"	5	0
"ygfG"	"missense"	"p3"	0.0666666666667	12000	12000	2950270	17	"ygfG"	5	0
"ygfG"	"missense"	"p3"	0.0857142857143	24000	12000	2950387	7	"ygfG"	5	0
"ygfG"	"missense"	"p3"	0.228571428571	18500	17000	2950452	8	"ygfG"	5	0
"ygfH"	"missense"	"p3"	0.0512820512821	34000	17500	2951820	11	"ygfH"	6	1
"ygfI"	"missense"	"p3"	1	18000	10000	2952039	79	"ygfI"	4	1
"ygfI"	"missense"	"p3"	1	15500	8000	2952158	84	"ygfI"	4	1
"ygfI"	"promoter"	"p3"	0.0952380952381	18500	3000	2952930	10	"IR2353"	3	0
"intergenic"	"intergenic"	"p3"	0.1875	22500	11000	2953074	5	"IR2353"	3	0
"yggE"	"missense"	"p3"	0.093023255814	15500	13500	2953350	11	"yggE"	2	0
"yggE"	"missense"	"p3"	0.666666666667	32500	29500	2953524	17	"yggE"	2	0
"yggE"	"missense"	"p3"	0.407894736842	29000	27000	2953750	5	"yggE"	2	0
"yggE"	"missense"	"p3"	0.0645161290323	4000	4000	2953780	4	"yggE"	2	0
"yggA"	"missense"	"p3"	0.037037037037	13000	11500	2954082	7	"argO"	3	0
"yggB"	"missense"	"p3"	0.0986842105263	37000	8000	2954832	10	"mscS"	3	1
"yggB"	"missense"	"p3"	0.0878378378378	32000	30500	2955128	6	"mscS"	3	1
"yggB"	"promoter"	"p3"	0.0684931506849	25000	24000	2955633	5	"IR2356"	3	1
"yggB"	"promoter"	"p3"	0.0645161290323	23000	23000	2955633	4	"IR2356"	3	1
"intergenic"	"intergenic"	"p3"	0.093023255814	34000	4000	2955801	6	"IR2356"	3	1
"epd"	"promoter"	"p3"	0.913333333333	25500	10000	2959515	16	"IR2359"	4	0
"yggC"	"missense"	"p3"	0.697368421053	45500	11500	2960247	24	"yggC"	3	0
"yggC"	"missense"	"p3"	0.114942528736	42000	31000	2960370	5	"yggC"	3	0
"yggD"	"frameshift"	"p3"	0.25	11500	10500	2960708	6	"yggD"	2	1
"yggF"	"frameshift"	"p3"	0.0576923076923	15000	13000	2961111	11	"yggF"	6	2
"yggF"	"missense"	"p3"	1	50000	37000	2961332	25	"yggF"	6	2
